expo,gauss
1.384,-0.82
0.08,2.632
0.945,-0.421
0.529,0.196
0.388,-0.605
0.402,1.156
0.214,0.189
1.475,0.241
1.049,-0.073
0.342,-1.394
1.25,1.055
0.574,-0.744
3.003,-0.444
1.662,0.345
0.472,0.384
0.651,-0.378
0.585,0.161
0.129,-0.463
1.562,-1.311
0.387,0.353
0.279,-0.473
0.337,0.53
0.135,-0.813
2.106,-0.841
0.961,-0.283
0.747,0.666
0.536,0.75
0.026,0.67
0.613,-0.351
0.173,-0.176
0.087,0.229
0.206,0.556
0.123,-0.566
0.073,0.83
0.786,0.502
1.485,0.37
0.527,0.312
0.72,0.29
1.05,-0.498
3.404,-0.378
5.203,-0.239
0.101,0.481
0.905,-0.033
1.334,2.444
0.772,3.019
1.497,-1.004
2.833,0.027
1.204,1.699
0.123,-0.431
1.546,-0.431
3.777,2.011
0.968,-1.066
1.885,0.106
0.451,0.633
0.419,0.907
0.681,-1.85
0.715,1.171
0.495,-1.356
0.765,-0.764
3.451,-0.218
5.074,0.301
0.068,1.493
0.937,-0.346
0.212,1.059
0.37,-0.569
0.225,-0.106
0.528,-0.383
0.263,0.704
0.022,-1.217
1.289,-0.626
0.738,-0.721
0.096,-0.205
1.4,-1.052
1.893,2.099
0.108,0.077
3.934,-0.987
0.691,-0.751
0.137,-0.918
0.556,1.515
0.382,-1.297
0.907,-0.399
1.203,-0.526
0.937,2.174
1.565,0.595
0.301,-0.734
0.669,-0.133
0.022,-0.705
0.857,-1.04
0.437,-1.67
0.298,-1.146
1.291,0.027
2.471,0.048
0.478,-0.677
1.045,-1.003
0.964,0.182
1.298,1.329
2.402,1.552
2.257,-0.976
0.053,0.053
0.779,0.256
0.664,-0.792
0.95,0.437
2.096,1.225
0.134,-0.091
0.57,-0.469
0.357,0.032
0.28,-1.189
0.043,-0.118
0.54,-0.1
1.366,0.462
0.75,1.003
0.171,0.441
0.872,-0.674
0.812,-0.157
4.594,-0.304
0.986,-0.847
0.781,-1.258
1.42,0.952
0.04,-0.67
0.626,-0.684
0.553,-0.643
1.424,0.875
0.538,0.114
0.508,0.661
0.574,1.892
1.439,1.401
0.359,-1.615
0.03,-0.53
0.292,0.938
0.147,1.336
1.299,0.349
1.095,1.411
0.459,0.172
0.123,0.418
2.349,2.156
0.496,2.185
1.063,0.402
2.608,-0.147
1.191,0.236
1.579,-0.174
0.217,-0.175
0.566,1.555
2.419,-0.519
0.136,-0.825
0.404,0.44
1.145,0.818
0.278,0.191
0.173,-0.971
1.348,-0.46
0.459,0.447
0.244,-0.451
0.125,-2.499
0.95,-1.228
0.946,0.781
0.154,-0.459
0.746,0.87
0.269,-0.359
0.142,1.164
0.675,-2.062
1.199,-0.089
0.333,-0.534
0.851,-0.388
0.507,1.763
0.327,0.165
0.267,0.418
1.984,-1.352
1.318,-0.981
0.473,-0.488
0.01,-0.258
0.213,-0.088
0.273,1.053
0.344,-1.311
0.014,-0.31
0.665,-0.283
0.184,1.103
0.334,-1.139
3.133,1.131
0.87,-0.708
1.895,-0.418
2.01,1.933
2.094,-0.776
0.051,0.649
0.109,-0.836
0.102,-1.478
0.412,0.185
0.227,0.787
0.004,0.191
0.213,1.226
0.068,-2.108
1.581,-0.727
0.369,0.8
0.459,-1.053
0.189,0.798
0.502,-1.589
0.257,2.176
0.458,0.399
0.432,0.452
1.427,-0.537
0.919,-0.774
1.759,-1.356
0.31,0.926
0.17,-1.751
0.953,0.328
0.203,-2.534
0.262,0.184
0.506,1.983
0.249,-0.913
0.381,0.474
0.014,-1.675
1.676,-1.014
0.28,0.059
2.419,-0.017
0.769,-0.017
2.431,0.735
0.038,0.82
0.576,0.153
0.013,-0.37
0.289,1.973
0.043,1.983
1.542,-0.535
0.714,1.744
1.191,-1.169
0.043,-0.573
2.474,2.015
1.171,-1.225
1.642,0.37
0.97,1.576
0.285,0.264
1.651,0.871
0.048,-1.605
0.377,1.366
1.096,0.28
0.374,0.068
0.742,0.532
0.1,-1.025
0.677,1.496
0.396,-0.351
1.224,0.817
0.279,0.911
0.509,-0.332
0.215,-0.17
0.487,0.687
0.598,1.419
0.852,2.365
1.122,-0.021
2.332,0.47
0.248,-0.385
0.001,0.753
2.058,1.251
2.206,-0.18
0.566,-0.414
2.035,-0.152
0.437,0.801
0.058,1.051
0.94,-0.998
0.892,0.762
1.659,0.509
2.729,-1.992
2.354,0.252
1.694,1.385
0.077,0.913
0.323,1.041
0.589,0.433
0.13,-1.311
2.207,-1.064
3.262,1.604
0.882,0.673
0.229,-1.429
3.474,-0.672
0.622,1.125
1.047,0.542
0.475,0.552
0.57,-0.153
1.281,-1.643
0.632,-0.147
0.03,0.486
1.159,-0.7
0.806,0.434
1.386,-0.983
5.889,-0.143
1.848,-0.041
0.777,0.386
0.445,-1.497
0.473,0.627
1.126,-0.145
0.54,0.638
1.451,-0.507
0.773,-0.262
1.632,-1.364
0.194,1.366
0.345,0.366
0.228,-0.609
0.079,-1.391
0.043,-1.11
0.433,-0.664
0.428,-1.227
1.088,-0.834
2.807,-0.278
0.04,-0.522
0.178,-0.322
0.353,-1.545
2.432,1.586
1.732,-1.415
0.389,0.759
1.686,0.539
0.386,1.884
0.461,-1.339
0.656,0.038
1.199,-0.678
0.179,-0.978
1.15,0.409
1.653,0.257
3.183,1.638
0.191,-0.591
2.936,0.159
0.43,1.323
0.545,0.044
0.36,-1.662
0.379,-0.211
2.302,-0.37
0.432,0.577
3.173,0.625
0.541,-0.121
0.712,-1.395
0.914,-1.196
0.202,2.78
1.152,0.414
0.006,-0.224
0.231,1.478
1.054,0.236
1.627,-0.577
0.797,0.387
1.093,-0.788
2.539,1.187
3.045,-0.681
0.631,-2.173
1.774,-0.077
0.849,0.884
1.189,-1.283
0.491,0.49
1.909,1.193
0.029,-1.978
0.309,1.943
3.197,-0.963
0.846,1.052
3.836,-1.402
1.372,-0.66
0.101,0.107
0.215,1.088
0.754,1.178
0.042,0.033
1.215,1.084
3.546,-0.423
0.658,-1.388
1.083,-0.797
0.28,0.844
0.333,1.09
0.442,0.797
0.893,2.492
1.362,-0.386
1.422,0.573
1.993,0.762
0.035,0.686
0.408,1.081
0.208,-0.632
0.562,-0.363
1.398,-0.98
0.962,-0.604
0.0,-1.391
5.68,-0.099
0.912,-0.493
1.24,-0.921
0.286,0.499
0.497,-1.733
0.359,-0.54
0.687,-1.494
1.569,-0.603
0.144,-0.104
0.768,-2.168
1.685,-1.862
0.629,-0.697
1.081,1.223
1.293,-1.201
1.392,-0.09
2.176,0.665
0.727,0.254
0.217,-0.56
2.559,0.725
1.157,0.08
2.755,-1.16
0.138,0.601
0.391,1.536
1.293,0.203
0.533,-0.819
0.656,-0.328
0.518,-0.002
0.267,1.58
0.816,1.548
1.118,-1.631
1.252,-1.133
0.87,0.404
1.936,-0.052
0.919,0.831
0.249,1.772
0.314,0.651
4.153,-0.886
2.332,0.278
1.522,1.379
0.181,1.159
1.356,1.112
0.118,0.768
0.369,0.665
0.261,-0.635
1.131,-1.611
1.379,-0.716
0.849,-0.675
0.637,-1.159
1.155,-1.162
0.408,0.052
0.08,0.435
0.106,0.182
0.976,-0.341
0.915,-0.122
2.77,0.502
2.777,-0.049
0.064,0.453
1.624,0.234
2.067,0.453
4.396,-1.296
1.991,-0.847
0.488,-0.094
0.723,0.719
1.124,0.838
0.2,1.352
0.722,-2.36
0.08,-0.723
1.367,-0.405
0.447,0.687
1.038,0.645
0.492,0.084
2.605,0.07
1.011,0.605
1.002,0.228
0.192,-1.832
0.123,0.465
0.707,0.226
0.649,-0.959
0.418,-1.076
0.745,0.445
0.089,0.064
1.59,-0.043
0.354,0.279
1.511,-0.169
0.706,-0.408
0.389,-0.921
0.866,-1.608
1.199,2.381
1.942,0.04
0.801,-0.086
0.725,0.753
0.345,-0.062
0.539,-0.596
0.01,0.298
0.866,0.98
0.35,-0.963
0.738,0.863
0.846,-0.201
0.206,-0.31
0.792,0.345
1.051,0.162
0.559,-1.284
0.061,-0.858
0.126,0.476
0.234,-1.362
0.36,0.879
2.207,1.152
0.182,0.038
0.213,0.131
0.883,-0.625
0.157,0.786
0.706,-0.46
0.319,2.446
0.816,0.101
0.886,-0.576
0.493,-0.054
0.665,1.309
3.121,-1.65
0.637,-0.349
0.919,-0.138
0.065,-0.216
1.033,-0.846
0.101,0.295
0.153,0.426
0.406,0.194
1.285,0.908
0.863,1.403
0.162,-0.372
0.49,-0.548
0.17,-1.753
0.222,-0.447
0.313,-1.811
0.28,-1.16
0.382,-0.299
2.396,-0.063
2.055,-1.328
1.167,-0.594
0.35,-1.346
2.225,-0.229
0.279,0.373
3.023,-1.456
0.987,-0.846
1.406,0.445
0.395,-0.836
1.932,-0.078
0.099,-0.505
0.245,1.332
0.016,1.673
0.159,-1.489
0.093,-0.38
0.3,-0.952
0.467,-0.991
0.015,0.11
0.713,1.375
0.612,-0.235
1.032,-0.706
0.471,-1.204
1.515,-1.729
0.041,-0.693
0.155,-1.449
0.115,-0.649
0.269,-0.754
1.518,2.014
3.675,-0.841
0.052,-0.769
0.205,-0.001
0.906,0.261
0.185,-0.058
0.243,-1.32
0.403,1.001
0.799,0.033
0.016,0.913
1.389,0.83
5.559,-0.518
0.716,0.444
0.047,0.376
1.12,-0.492
0.505,0.211
0.242,0.511
0.17,0.322
0.78,-1.247
0.539,-0.145
0.973,-1.144
0.021,0.943
2.912,-0.149
0.708,0.942
3.307,-0.368
1.001,-1.02
1.684,0.419
1.714,0.312
2.778,0.166
0.275,0.059
0.151,-1.916
0.241,-0.055
0.046,-1.245
0.819,0.465
1.625,-0.253
2.54,0.479
3.613,0.668
1.679,-0.884
0.615,1.983
0.451,-0.286
1.499,-0.272
1.206,-0.374
1.023,-0.201
0.533,-0.836
0.938,0.184
0.032,0.945
0.149,-1.385
1.021,0.333
1.238,0.876
1.231,-0.362
0.155,-0.007
2.24,0.71
1.119,-0.231
0.039,-0.491
0.896,-2.737
1.238,-0.439
0.929,1.721
0.093,-0.991
0.046,2.271
0.825,1.283
1.124,0.379
0.582,1.301
3.525,1.093
0.442,-0.878
0.039,0.616
0.504,0.492
0.23,1.222
0.619,-0.897
0.407,-0.454
0.367,1.331
0.227,0.462
0.827,0.914
2.369,2.147
0.906,0.582
0.95,0.644
0.351,-0.872
0.316,-0.925
0.851,0.549
1.597,0.522
0.752,-1.952
2.221,0.363
0.737,0.244
0.237,-0.032
0.502,-0.415
0.058,-2.324
0.166,1.002
0.34,0.61
0.019,-0.07
1.205,-0.076
0.401,0.806
1.407,1.586
2.109,-0.115
1.507,-0.569
0.612,-0.051
2.185,1.882
1.831,0.695
1.665,0.315
0.002,0.509
1.757,-0.743
1.21,1.85
0.414,-0.644
2.042,-0.68
0.257,0.226
0.663,0.198
0.422,0.835
1.49,1.155
1.672,0.623
0.846,-1.152
0.807,1.163
1.373,-2.618
0.144,-0.16
1.117,0.196
0.61,-1.532
0.763,0.304
1.175,-0.724
1.248,-2.055
1.047,0.437
0.832,-1.525
1.896,-0.19
1.261,0.244
1.555,-0.866
0.291,-0.131
1.542,0.968
1.028,0.57
0.87,-0.387
2.986,-0.765
3.244,1.506
0.588,-0.184
1.294,-0.762
0.723,0.664
0.939,0.968
0.487,-0.874
1.729,2.495
2.295,1.381
1.568,0.739
0.823,-1.257
0.579,-1.968
0.678,1.154
0.303,0.267
1.875,0.114
3.199,0.155
0.622,-0.822
0.431,0.576
1.43,0.336
0.094,-1.571
0.467,1.766
0.066,0.927
0.713,-0.375
2.012,-1.748
1.324,0.09
0.067,0.048
1.91,-0.016
0.501,-1.764
0.871,-0.64
0.591,-1.086
0.363,1.505
0.055,0.276
1.687,0.053
1.727,0.616
2.729,2.004
1.096,0.114
0.615,-0.878
0.261,-2.191
1.107,-0.376
0.876,0.938
0.329,1.002
1.469,-0.286
1.534,1.661
0.502,-0.214
0.045,0.339
2.189,1.175
1.268,-2.423
1.786,0.248
0.628,-0.461
0.159,-2.564
0.344,-0.584
1.144,0.961
0.336,1.067
0.138,-0.127
1.141,0.966
0.772,0.206
0.128,0.435
1.633,-1.963
0.566,1.006
0.734,-0.522
2.567,0.942
1.215,-0.311
0.354,2.725
0.444,0.393
1.26,0.035
2.874,-1.404
2.183,0.861
1.136,0.26
0.214,0.75
1.039,-0.454
0.575,1.094
1.134,0.301
0.141,-0.624
1.204,0.097
1.988,-0.992
1.35,-1.175
0.274,0.207
0.676,1.099
1.8,-0.922
1.31,1.171
0.06,-1.09
1.663,-0.297
2.741,-0.311
0.356,1.962
0.56,0.904
0.655,0.597
0.164,2.946
2.135,-1.515
0.018,0.671
0.681,1.895
0.199,0.057
0.564,-0.025
0.291,1.182
2.905,-0.9
0.426,-0.085
0.854,0.922
0.072,1.239
0.057,0.116
0.202,-2.238
0.691,0.003
0.901,1.919
1.079,-1.872
0.596,0.103
2.276,0.142
0.944,0.631
3.688,1.174
0.571,-0.6
0.316,0.551
1.534,0.103
0.28,-0.894
1.334,-0.379
0.516,-0.784
0.493,0.703
1.064,-0.414
0.246,-0.052
2.172,-1.303
0.788,-0.6
0.577,0.031
0.804,0.442
0.27,-1.258
0.005,-1.535
1.899,-1.071
0.129,-1.115
1.485,0.694
1.1,0.416
0.136,0.583
0.498,1.608
0.34,0.297
1.609,1.068
0.018,-0.847
0.829,0.084
0.007,-1.772
0.596,1.493
0.066,0.34
1.338,-0.42
0.779,2.152
0.399,0.102
0.218,0.416
0.041,0.978
1.349,0.52
2.508,-0.159
0.753,-0.56
0.278,0.407
0.315,0.644
3.332,1.884
1.101,0.005
1.133,0.577
1.802,1.585
1.0,1.035
0.375,-0.429
0.191,0.361
1.205,-0.158
1.101,0.851
1.96,-0.554
2.292,-1.73
0.341,-0.475
0.564,0.808
0.797,-0.994
0.77,-1.728
1.821,1.028
1.106,1.091
0.413,-0.208
0.495,0.234
0.845,-0.205
0.296,-0.969
0.1,1.031
0.332,2.326
1.416,-0.078
2.167,-0.813
0.213,1.534
0.205,-1.179
0.056,-0.376
0.04,-0.992
3.16,1.35
0.241,0.797
0.8,-0.457
1.992,-1.174
0.71,0.752
0.665,-2.18
0.189,0.318
0.606,-0.397
1.074,-0.542
0.139,-0.044
2.258,-1.78
3.455,-2.007
0.418,-2.006
0.461,0.71
0.256,1.113
0.192,-0.495
0.514,0.81
0.171,1.349
0.567,-0.844
0.691,-0.433
2.716,-0.653
0.054,-0.946
0.589,-2.32
0.79,-0.291
0.178,1.546
0.344,-0.91
0.505,-1.718
2.437,0.551
0.107,-0.902
0.145,-1.257
0.933,0.277
1.673,-2.814
0.911,0.669
0.756,-0.83
0.007,1.719
0.337,-2.784
0.095,0.028
0.344,0.427
0.991,-1.426
0.404,-1.35
0.241,0.709
0.348,-2.018
0.754,-0.25
0.706,0.269
0.141,-0.67
0.619,0.897
0.945,1.167
1.396,1.79
0.102,0.779
0.818,-2.154
0.881,0.614
0.529,-1.3
0.967,0.253
1.445,-0.057
0.239,0.286
1.204,0.59
1.477,-0.575
0.167,-1.246
0.36,-0.099
2.49,-2.559
1.247,-0.479
1.631,-1.037
1.013,1.086
0.282,1.542
0.106,-0.621
0.265,0.203
0.239,-1.095
0.953,-0.095
0.358,0.884
1.343,-1.053
0.186,1.748
1.222,-0.865
1.153,-0.979
0.56,0.877
0.708,0.224
0.422,0.611
2.259,1.85
0.466,1.117
0.109,-0.247
0.963,0.341
0.024,-0.786
1.187,-0.736
0.739,0.171
2.031,1.439
0.126,0.6
0.437,-1.014
1.554,-1.452
0.052,1.312
0.591,0.444
0.52,-0.236
0.283,-1.286
0.18,1.407
3.013,0.752
0.072,1.095
0.629,0.565
0.242,0.471
0.585,0.098
0.153,0.137
0.455,0.41
0.156,0.228
3.774,2.084
2.434,2.18
2.221,0.581
5.168,0.477
0.001,-0.696
1.268,1.277
2.087,-1.076
0.279,-0.277
0.992,-1.206
0.941,-0.558
1.749,0.216
0.089,0.003
2.555,-0.168
0.255,0.353
1.392,-0.068
3.748,0.925
0.331,-0.087
1.395,0.391
0.446,-1.691
1.549,-0.678
0.345,-1.282
2.238,0.123
0.204,0.286
0.946,0.951
0.588,0.495
1.655,0.595
0.261,-0.991
0.578,1.382
0.44,1.028
0.159,-0.736
0.156,0.503
0.267,0.11
0.146,0.615
1.446,0.573
0.046,0.482
0.122,-0.724
0.433,-0.156
0.671,0.42
1.75,0.17
0.022,-0.299
2.153,-0.777
2.362,-1.009
0.129,0.357
0.451,-2.343
0.123,1.728
3.807,0.562
1.238,-0.397
0.319,-1.196
0.006,0.708
0.053,-0.619
0.206,0.895
0.875,-0.237
0.546,-0.585
0.261,1.278
0.356,-0.268
0.206,0.881
1.315,0.057
1.734,-0.027
1.496,-0.697
1.733,1.24
0.331,0.67
1.625,0.115
2.25,-1.58
0.836,1.579
0.214,1.757
2.096,-1.607
0.273,-0.176
1.47,1.521
2.487,-1.537
1.759,-0.805
0.826,0.342
2.62,-0.581
0.353,0.705
0.177,1.104
1.968,0.183
2.488,1.765
1.801,-1.353
2.312,0.864
0.514,-0.193
0.406,-0.136
0.817,-0.093
1.16,-0.14
1.604,-0.976
0.192,1.77
2.552,-1.183
0.284,-0.562
0.026,0.639
1.778,-0.243
2.886,-0.381
0.694,-2.603
0.447,-0.014
3.719,-0.006
0.37,-0.743
0.047,2.241
2.836,-0.248
2.25,-2.118
2.593,1.387
0.814,-0.039
1.874,-0.359
5.17,0.972
0.031,-0.785
0.233,-1.674
0.677,-0.847
1.24,-0.294
0.015,-0.74
0.283,2.126
0.566,0.344
4.745,-1.051
1.188,-0.295
1.43,1.256
0.548,-0.68
0.025,-0.128
3.45,-0.792
1.047,-1.228
0.337,-1.092
0.339,-0.321
0.595,-1.014
1.643,0.725
1.343,-0.038
0.216,-0.291
0.233,-0.129
0.049,1.843
0.097,-0.525
0.165,0.34
3.049,-1.253
0.977,-0.077
0.217,0.024
2.033,0.975
1.259,-1.902
0.519,0.171
1.078,-0.168
0.389,0.373
0.176,-0.111
0.274,1.209
1.136,0.54
1.245,-0.353
0.717,-0.941
2.121,1.646
0.094,0.311
2.19,-2.014
0.572,2.202
0.849,0.586
1.907,1.372
0.477,-0.725
0.719,-0.792
0.065,-0.273
2.286,-0.203
0.471,1.783
0.58,-0.244
0.737,-0.733
2.207,0.393
3.257,-1.04
1.67,-1.652
0.113,-1.176
1.0,0.396
0.688,1.055
0.054,0.423
0.748,1.133
2.017,0.299
2.114,0.658
0.592,0.479
0.042,-0.637
0.016,-0.101
0.302,-0.962
0.582,-1.36
0.462,-1.213
0.259,-1.273
1.032,-0.354
0.806,0.108
2.135,0.367
0.553,0.554
0.229,-0.938
0.327,1.401
0.095,-0.143
1.445,-0.177
1.93,-0.237
0.079,0.032
1.714,0.24
1.326,-0.759
0.38,-0.499
2.023,1.1
0.286,-1.372
0.056,1.188
0.178,0.601
1.204,-0.214
0.712,-0.126
0.24,-1.142
0.44,1.698
0.676,0.682
0.968,-1.412
1.245,-1.844
0.4,0.198
0.155,0.052
1.761,0.432
0.722,0.013
0.231,-0.127
0.191,1.225
1.327,-2.003
0.617,-2.395
3.507,0.134
2.078,0.016
0.889,0.636
0.107,0.127
0.03,0.534
1.919,0.632
0.883,-0.79
0.993,-1.577
1.256,-0.077
0.172,0.952
0.117,0.591
0.545,-0.635
3.061,-0.444
0.802,0.536
1.561,-0.038
0.357,0.552
0.246,-0.274
0.022,-0.825
1.035,-0.038
0.013,0.058
1.6,-0.791
0.197,-0.032
0.419,0.008
1.037,1.323
1.429,-0.493
0.004,0.048
1.081,0.619
0.038,-0.067
0.403,-0.996
1.79,0.154
0.024,-0.239
1.291,-1.63
0.637,-0.155
0.893,1.895
0.975,-0.167
1.021,1.465
5.867,-0.328
0.188,0.406
1.041,0.692
0.202,0.289
0.576,0.134
0.707,-1.393
5.479,1.799
3.456,-0.404
1.83,0.059
1.325,-0.572
0.295,0.425
0.086,-0.733
0.673,0.898
1.388,0.376
0.077,0.068
0.549,0.102
0.547,-0.847
0.459,0.075
1.228,1.048
0.047,-0.386
0.311,-1.661
1.891,1.077
0.43,-1.132
1.215,-0.659
2.931,-2.016
0.461,-1.086
1.374,0.271
0.17,1.683
0.304,-0.464
1.132,-0.802
0.554,0.18
0.74,-0.547
0.592,-0.132
0.698,0.692
0.139,0.316
1.255,0.328
0.266,0.095
0.242,-0.57
1.271,-0.658
0.2,-0.602
0.1,-0.369
0.287,-0.252
0.266,1.321
0.007,-0.156
0.583,1.061
0.172,-1.098
0.877,-1.119
1.289,-0.406
0.268,-0.271
0.504,-0.705
0.355,0.574
2.453,0.801
0.509,1.349
0.506,0.064
1.81,0.952
0.256,-0.781
0.012,-0.163
0.035,-0.547
0.153,-1.38
0.757,-0.705
0.164,0.767
0.779,0.296
0.622,-0.019
0.033,-0.674
0.341,-0.979
3.677,0.937
0.546,0.202
0.686,1.917
0.427,-0.837
0.597,0.361
0.698,-0.744
0.286,0.173
0.229,-1.692
0.792,-0.441
0.68,-0.767
0.421,0.815
3.764,-2.005
1.313,0.319
0.597,0.579
3.174,-0.912
0.474,1.057
0.355,-0.031
0.78,0.277
0.927,0.746
0.427,0.012
3.896,0.461
0.631,-0.294
0.924,1.342
0.87,0.754
0.51,-2.491
3.832,-0.444
0.902,-0.525
0.295,-0.315
0.002,1.147
0.346,-0.952
1.282,0.329
2.135,0.042
0.91,0.026
0.596,-1.5
0.951,2.211
1.475,0.215
1.373,1.275
0.632,0.072
1.353,0.064
0.055,0.024
0.778,0.778
0.468,1.72
0.238,0.512
0.606,-0.827
0.556,0.279
0.053,-0.814
0.175,-1.37
0.473,0.983
0.618,2.008
1.504,-0.545
0.498,-0.969
0.071,0.252
0.632,-0.626
1.616,-0.023
2.156,0.005
1.125,0.063
0.664,-1.122
0.813,-0.406
0.987,0.678
0.083,1.36
4.398,-0.707
0.834,0.316
0.258,0.332
0.385,0.203
0.203,-0.256
0.615,-1.104
1.936,0.174
3.461,0.036
1.031,-0.17
0.228,-0.465
0.989,0.85
0.397,-0.582
2.36,-0.212
0.573,1.898
1.71,-2.627
1.216,-0.441
2.687,0.145
0.019,-0.645
0.511,-0.313
1.11,0.327
0.462,-0.451
1.758,-1.001
1.226,1.022
0.842,-0.64
2.033,-0.407
0.2,0.735
2.357,-0.029
0.234,0.078
0.632,1.975
0.115,-1.579
1.494,-1.775
1.817,0.957
0.725,-0.242
0.767,2.302
1.274,1.503
0.568,0.807
6.633,-0.825
0.364,-1.248
0.225,-1.812
0.504,-0.491
0.174,-1.058
0.942,1.048
0.946,-0.837
0.477,0.97
0.076,-0.932
0.691,1.057
0.102,-3.017
0.052,-0.104
0.374,-0.15
4.677,0.546
0.685,0.037
1.158,1.405
0.267,0.008
0.46,2.157
0.147,-1.039
1.48,0.791
0.41,0.545
0.952,0.839
1.707,-0.455
0.137,-0.35
1.033,-1.557
0.223,0.437
3.422,-1.881
2.255,1.699
1.053,-0.952
0.229,-1.354
1.958,1.285
1.207,0.294
3.278,2.164
0.588,0.091
2.003,-1.671
0.968,-0.436
0.584,1.507
0.152,-1.012
0.608,0.308
0.457,0.094
0.144,-0.244
0.867,-0.482
0.039,-1.09
2.121,0.397
1.389,0.167
0.161,0.992
0.686,-2.048
1.155,0.27
0.245,-1.15
1.144,0.584
0.269,-0.558
0.786,1.295
1.698,-0.798
1.422,-0.642
0.684,0.203
1.443,-0.467
0.646,0.113
1.857,-0.866
0.283,-1.481
1.316,-0.986
0.383,0.416
0.952,1.028
1.5,0.16
0.188,-0.145
0.536,-0.011
0.305,-1.928
3.432,-1.358
2.43,0.821
0.091,1.145
0.574,0.646
0.978,-0.391
0.79,-0.032
1.656,-0.087
1.021,-0.448
0.661,-1.364
0.35,-0.76
2.922,0.193
1.964,-0.644
0.403,-0.384
0.024,1.567
0.948,-2.494
0.435,-0.268
0.731,-0.945
2.9,-0.421
0.238,0.915
0.216,0.595
2.071,-0.59
0.645,1.021
0.072,0.102
0.62,0.703
3.782,1.314
0.51,-0.494
0.073,-2.232
1.109,0.024
0.518,0.433
0.767,-0.21
0.079,1.313
0.514,1.57
2.538,-0.365
0.434,1.824
2.463,0.038
0.211,0.623
3.133,-1.166
0.994,0.191
1.948,-0.14
0.374,-1.26
1.041,-0.267
0.345,-0.92
1.776,0.046
0.268,1.496
0.13,-0.36
2.296,-0.152
0.72,0.394
0.591,-0.367
0.918,0.539
0.006,-1.201
0.9,-0.089
0.053,-2.215
1.422,-0.24
0.212,-0.169
0.195,1.365
0.567,2.203
0.474,-0.855
1.187,0.607
1.037,-0.179
2.323,0.935
0.594,2.372
0.617,-1.758
0.684,0.381
0.936,0.578
0.582,0.072
0.213,1.888
1.357,1.396
1.342,-0.815
1.813,-1.563
1.352,0.383
1.172,0.464
1.437,1.608
2.398,0.195
1.164,-0.133
1.132,0.711
1.506,-0.853
0.783,-0.412
1.883,0.013
1.188,0.183
0.438,0.256
0.049,3.268
1.541,1.437
0.612,1.346
0.795,0.263
1.551,0.794
2.95,0.398
0.351,0.914
0.152,1.534
0.37,-0.061
0.079,0.781
0.228,1.61
2.337,0.368
1.378,1.972
0.609,0.675
0.637,0.29
0.542,-0.217
1.585,-0.799
2.279,2.173
2.04,0.076
0.902,0.063
2.24,1.019
1.034,-0.524
2.208,-0.345
1.502,1.205
0.536,0.911
3.178,-0.713
0.55,-1.037
0.602,1.377
0.184,0.956
1.663,-0.075
1.088,1.553
0.34,0.419
0.199,-0.748
1.348,0.731
0.868,0.44
0.171,1.385
1.999,-0.997
0.289,0.776
1.269,0.709
0.243,-0.731
0.064,0.475
2.373,0.321
1.682,-0.646
1.198,-0.557
1.887,0.203
1.554,-0.085
1.286,0.228
0.318,-0.663
0.787,-0.56
2.268,-1.903
0.09,-1.123
1.771,-1.211
1.152,-1.109
0.338,-0.869
2.613,0.58
1.272,-0.552
0.662,-0.185
0.742,-0.08
0.702,1.883
0.147,-2.106
0.548,0.426
0.354,0.863
1.873,0.81
0.572,-1.708
0.735,0.911
2.708,-1.011
2.375,0.113
0.039,-1.102
1.382,-0.041
0.555,-1.069
1.144,-0.272
0.926,0.464
0.2,-0.658
0.792,-2.292
0.047,0.645
0.826,-0.562
0.103,-2.182
0.346,0.001
0.204,-0.671
1.659,0.413
1.659,1.287
0.706,0.723
1.383,0.878
0.889,-1.314
0.002,0.058
0.269,-0.995
0.389,-0.571
0.598,-0.197
0.11,0.423
0.84,-0.165
1.477,-0.943
0.223,0.331
0.757,-0.92
0.431,0.129
0.708,-0.664
2.321,0.263
0.017,1.126
3.654,-0.376
1.169,-0.036
1.747,0.151
0.303,0.58
0.27,0.967
1.016,0.124
1.032,-0.27
0.004,-0.112
1.735,-0.087
0.385,0.844
0.01,-0.259
1.055,1.513
1.528,-1.625
1.482,2.585
1.943,-1.502
0.153,-1.386
0.081,0.208
1.021,1.129
1.025,-0.143
0.966,0.181
1.368,-0.15
0.112,-0.132
0.229,-1.722
3.484,-0.285
0.164,0.494
0.864,-0.367
0.411,1.545
0.653,1.972
0.013,-0.993
1.112,0.895
1.568,-0.733
0.172,-1.018
0.138,0.961
2.529,-0.669
0.16,0.25
0.595,0.667
0.227,0.513
0.536,0.138
0.427,-0.552
1.512,0.496
1.056,0.293
3.752,1.589
0.474,0.767
0.286,0.291
0.948,-1.237
0.168,-1.147
0.184,-0.258
0.142,2.004
2.347,1.543
0.291,0.292
0.752,0.831
1.069,0.427
0.747,0.75
0.187,-3.36
0.572,1.354
2.923,-0.552
0.687,-0.874
1.099,-0.538
0.734,-1.956
0.093,-1.179
1.828,-0.745
3.732,-1.233
1.869,-0.053
0.189,0.298
0.74,-0.947
3.098,-0.358
2.418,-2.456
0.898,-0.439
0.03,-0.078
0.763,1.342
1.854,-0.41
0.533,2.241
1.628,0.357
1.186,-0.536
2.063,-1.095
0.041,0.062
6.169,1.36
0.217,-0.178
